,trna.rep.1.tp.1,trna.rep.2.tp.1,trna.rep.3.tp.1,trna.rep.1.tp.2,trna.rep.2.tp.2,trna.rep.3.tp.2,trna.rep.1.tp.3,trna.rep.2.tp.3,trna.rep.3.tp.3,trna.rep.1.tp.4,trna.rep.2.tp.4,trna.rep.3.tp.4,rbf.rep.1.tp.1,rbf.rep.2.tp.1,rbf.rep.3.tp.1,rbf.rep.1.tp.2,rbf.rep.2.tp.2,rbf.rep.3.tp.2,rbf.rep.1.tp.3,rbf.rep.2.tp.3,rbf.rep.3.tp.3,rbf.rep.1.tp.4,rbf.rep.2.tp.4,rbf.rep.3.tp.4
VNG_0971G,216.053,239.258,230.074,303.678,356.618,272.81,388.482,446.986,398.343,398.292,378.862,385.49,96.6393,85.1879,65.9822,163.411,86.0811,105.091,47.0193,87.3125,105.817,59.8398,42.9233,68.7699
VNG_0973G,232.623,241.707,211.898,294.739,351.723,243.746,380.528,446.017,344.471,417.478,362.251,368.354,66.0829,32.8216,33.7367,74.6672,30.3563,32.6782,17.8651,25.4014,29.0657,20.8898,19.5407,33.6864
VNG_0974G,697.219,837.697,698.58,882.993,1224.41,981.256,1927.22,1245.31,1211.99,1429.36,1108.89,1333.01,63.4751,40.2193,22.0718,42.9528,29.0339,32.7087,26.2795,31.6436,19.3732,30.6823,19.8575,26.6811
VNG_0976G,212.437,193.821,177.876,201.318,232.071,187.238,320.29,320.534,290.809,332.166,288.593,301.218,90.3412,72.8376,22.8839,101.581,81.6294,55.9521,51.5729,42.889,65.0235,54.0334,24.355,67.2423
VNG_0978H,130.166,128.896,109.138,130.696,176.874,154.872,242.765,161.348,179.847,231.895,190.29,239.072,9.88768,12.5472,9.47265,32.3181,21.6798,20.8985,2.89487,16.8414,9.25234,6.14499,1.90265,18.2899
VNG_0979H,5.36323,7.20856,7.40181,6.43897,10.7914,8.3717,41.8875,12.0794,12.7626,10.3517,12.6103,16.5335,2.96389,2.94264,3.58407,5.13436,3.33728,2.58629,3.90685,7.3325,3.58995,6.15895,1.51852,5.68124
VNG_0981C,20.9743,16.7431,18.1625,15.4594,15.6193,13.9502,17.2686,10.4183,5.89237,8.23312,9.18953,9.67585,4.11341,1.89989,2.54022,6.03223,1.27264,0.473486,0,0.836785,2.84609,1.88245,1.39791,0.840045
VNG_0982C,157.015,112.712,105.164,132.354,115.955,90.2021,79.5949,81.7814,52.7107,43.7804,32.9697,36.7651,318.596,162.28,69.54,153.278,86.8555,77.0086,0,25.0031,31.4758,19.7762,34.3632,31.4339
VNG_0983C,114.967,97.3853,78.9641,76.0431,76.4305,62.4813,49.212,41.0272,28.6517,25.7642,22.7967,21.5988,19.4809,9.49891,6.0294,2.95114,6.55525,6.27811,2.69627,0.623681,3.30649,2.9724,1.40252,0.627325
VNG_t14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0985H,4.72421,9.6364,10.1645,4.18884,9.81482,10.2107,45.873,3.06377,9.47583,3.32112,4.53223,11.5935,2.70904,1.36983,0.823219,1.74694,0.435211,1.85859,0.34502,0.273841,1.39604,0.291019,0.37931,1.04432
VNG_0986H,16.9959,17.5816,14.3462,8.98965,8.97692,12.9408,26.8773,3.94135,7.52112,1.93985,2.74741,7.38461,11.9571,10.5706,11.6985,19.4135,3.5186,6.67769,6.13104,0,0,1.46717,0,0
VNG_0987H,80.1593,80.3821,65.4827,42.9757,42.1376,44.5553,36.1462,10.1661,12.4191,4.66737,5.67897,8.24148,24.3687,3.79401,4.45698,0,6.24361,1.15261,0,0.984217,0,0.518365,0,0
VNG_0988H,8.9637,19.0493,8.24148,17.0239,26.7794,17.6679,41.346,4.48049,14.8272,1.02413,2.09638,7.69906,32.7702,0,0,16.7513,0,0,0,0,0,0,0,0
VNG_0989C,9.20098,14.6614,15.6274,8.48391,15.0412,16.0967,68.9872,6.51785,13.93,4.60146,6.44743,16.19,2.38836,0.836236,0.802595,0,0.226425,0.946366,0,0,0.537282,0.217354,0.283237,0
VNG_0990H,13.0916,25.6817,38.3674,26.2077,40.5087,36.5952,86.7525,34.3551,28.0936,21.3147,18.3708,15.1802,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0991H,66.5329,57.2929,68.139,155.356,141.686,176.068,406.789,442.945,415.782,303.834,360.652,279.091,32.3073,3.73866,9.43019,16.4325,17.0514,14.9509,63.0479,39.0712,90.8356,186.843,100.648,57.5967
VNG_0992H,11.2814,10.9056,11.7246,36.528,35.7976,35.8244,121.937,94.9957,71.1253,86.7312,73.1762,77.3956,28.0538,9.09073,8.32421,33.2765,44.2474,35.7025,91.691,116.24,80.7091,143.142,95.7042,72.0523
VNG_0993H,14.3961,30.5572,30.8811,20.1131,31.3703,39.8657,124.955,19.3915,35.5851,16.3975,18.5149,31.4716,1.4734,0.628842,0.367709,0.209381,0.572205,0.818758,0.561477,0.782977,0.692027,1.53736,0.611533,1.20237
VNG_0994H,68.939,82.224,87.9013,54.4919,78.4631,99.707,301.817,26.5411,71.508,20.9425,29.9061,149.941,39.888,30.554,24.668,24.4676,10.5635,24.5856,0,3.54775,5.3594,8.4183,3.65691,0
VNG_0995H,1122.39,943.509,1257.25,4103.62,3218.45,3506.71,5136.32,10826.1,10061.3,8423.34,9337.83,7075.35,102.678,17.0981,0,104.973,0,52.7395,0,45.6625,0,81.2628,0,0
VNG_0996G,17.4695,15.1946,16.0204,30.9925,27.177,33.7369,57.7923,83.6298,62.6755,43.0631,76.0736,45.7184,19.0916,14.3654,10.2705,22.1627,16.883,21.7273,19.9358,20.394,19.2743,15.3857,10.8266,18.618
VNG_0997G,43.9831,44.4672,47.4584,41.1094,44.4566,34.2608,158.017,143.468,192.811,82.0304,112.724,105.581,27.0881,15.2175,13.4821,16.0607,11.0794,12.3822,22.593,21.7509,40.0085,15.4084,16.0071,23.0106
VNG_0998G,138.315,126.111,134.343,93.0545,108.559,88.0005,69.8492,105.916,55.4208,16.8677,21.6954,18.3047,25.7738,31.9695,21.1764,25.5079,14.1444,14.9199,1.54327,7.92577,14.0568,4.33519,4.67913,3.87945
VNG_0999H,64.0268,58.7892,63.0844,175.203,144.285,199.877,219.699,386.058,366.118,194.088,199.791,177.746,0.872398,0.091188,0.0711079,0.735336,0.320546,0.589775,0.396326,0.566149,0.446878,0.248196,0.19948,0.613993
VNG_1000H,136.443,109.433,125.449,114.684,109.186,105.741,77.5616,40.4941,26.687,31.6653,23.534,27.1008,0,0,12.8536,0,0,0,0,0,0,0,0,0
VNG_1001G,197.579,168.656,216.316,213.76,217.393,126.274,84.1326,104.572,69.1469,90.6891,99.7007,89.8649,67.6373,35.5182,29.0819,34.8153,27.1508,19.0563,3.4793,7.9098,6.20271,3.7514,7.94589,10.4096
VNG_1002H,91.2847,82.7443,86.6332,83.0268,108.322,80.4842,181.874,242.818,206.02,62.2245,80.17,70.7184,9.29423,13.0023,10.4993,18.0081,6.49025,12.4381,19.5887,21.9781,18.5617,6.35145,2.30459,5.0402
VNG_1003H,124.101,107.739,89.9025,92.0032,94.1984,85.2047,67.226,73.8906,66.088,41.5204,45.8089,41.2653,225.181,127.491,74.2716,299.278,104.361,80.9633,34.1567,80.1132,60.5114,23.7621,20.6445,25.1795
VNG_1005H,212.301,183.506,173.846,191.248,168.758,155.209,132.407,112.75,105.353,45.4801,47.6656,45.1311,174.633,174.48,47.9993,208.291,96.3501,44.8491,0,0,19.5533,46.07,0,97.6362
VNG_t15,896.432,899.941,1018.8,515.883,555.588,789.154,222.535,114.459,222.134,160.201,130.291,205.302,0,68.7468,56.7365,0,45.5554,0,0,61.1989,0,0,0,0
VNG_1006H,21.8816,35.8832,34.7661,31.1469,48.1108,45.6926,115.518,27.0571,35.7712,21.0929,22.9879,36.7035,3.02066,1.17629,0.391453,1.31379,0.535356,0.688394,0.353709,0.739874,0.521931,1.32797,0.0919443,0.265482
VNG_1007H,68.939,82.224,87.9013,54.4919,78.4631,99.707,301.817,26.5411,71.508,20.9425,29.9061,149.941,39.888,30.554,24.668,24.4676,10.5635,24.5856,0,3.54775,5.3594,8.4183,3.65691,0
VNG_1008G,3038.28,3358.84,4369.02,5438.51,5737.83,5438.01,10282.6,5454.19,6391.76,7013,6319.84,7317.67,112.607,40.7149,39.4418,115.603,124.607,122.881,50.1629,58.5937,62.677,77.4565,43.9947,44.7262
VNG_1009G,3381.53,3758.64,4637.42,5902.93,6036.56,5893.5,8227.11,5643.86,5886.69,6547.6,6100.03,6880.26,686.762,436.684,418.753,838.841,669.144,942.208,475.142,730.159,675.599,878.018,680.625,733.977
VNG_1011C,249.276,215.865,201.684,248.593,381.039,183.292,176.794,223.978,191.827,136.049,164.355,127.072,32.4339,29.7025,22.0459,22.5001,30.7481,14.521,0,2.95272,15.7179,3.89105,0,25.6029
VNG_1012H,580.925,620.552,597.023,673.901,899.775,618.8,523.782,851.278,906.018,1298.51,1021.93,1296.32,8.33137,4.6177,9.79473,9.41388,2.5834,6.85742,13.1402,7.75439,3.02489,10.0053,0,4.32593
VNG_1013G,49.4147,52.6211,51.4381,43.9933,51.9431,42.9167,95.0013,51.5886,41.8896,63.3049,65.2794,88.1875,10.035,11.4729,6.68044,7.83536,4.88951,6.39564,3.77145,4.02845,9.17574,6.05859,5.94093,4.60188
VNG_1014G,10.395,10.8357,9.90517,10.1703,11.8646,10.6249,32.1922,15.8666,15.894,11.8225,14.8316,15.7847,8.82273,8.31649,5.47797,7.02703,6.64194,7.15361,4.81677,6.37256,4.96667,2.82217,5.8154,2.6842
VNG_1015H,9.98126,9.4575,8.92144,10.2245,11.2517,10.9177,37.2997,17.8144,20.6914,8.78537,14.8033,10.8188,21.756,4.08832,2.50035,0,4.04237,8.62261,5.58258,16.3525,4.67947,4.14855,0,0
VNG_1017H,9.34398,10.3967,11.0287,16.8093,23.4053,17.9224,63.3661,65.5962,52.5167,19.2702,25.2151,22.8373,8.34146,2.97971,2.44442,5.22405,6.62439,3.01406,5.74874,7.97227,4.47144,1.05966,0.852695,1.96203
VNG_1018G,7.17392,6.60382,7.51886,9.4336,11.6514,8.95753,22.5294,26.5923,22.2772,13.007,19.7559,13.6658,4.62929,2.11255,1.31418,4.00661,3.26532,4.13352,2.49979,3.49847,4.09012,1.18472,1.49153,3.49487
VNG_1020C,9.53443,11.9589,10.7995,15.0582,17.746,15.8713,44.4067,34.1669,22.6888,13.5784,21.9332,18.4797,6.81799,3.24766,3.26743,11.9207,5.4341,6.73319,2.33085,1.42915,8.54236,2.58698,1.35278,1.70121
VNG_1021C,40.6724,36.3783,34.0545,68.7115,87.5112,51.3607,204.952,269.131,200.033,113.287,126.308,86.8449,42.3643,41.5213,22.9931,69.3135,54.1727,31.2362,61.571,127.567,144.054,34.5445,28.0185,51.313
VNG_1023C,30.8338,30.7658,28.1733,47.72,71.3822,39.02,291.804,235.209,194.59,93.1228,117.427,86.2329,0,3.72614,3.52959,12.9145,8.94001,9.12015,17.9131,17.017,19.6119,1.73881,1.81742,3.0461
VNG_1024C,89.0361,110.402,97.8487,165.472,254.41,133.793,1091.33,869.511,752.077,353.86,372.861,340.404,27.4976,3.05262,9.44745,18.7414,12.137,14.1238,34.7582,61.143,64.6559,12.0903,25.2097,15.3738
VNG_1025H,11.4943,12.3685,12.0726,15.3368,19.7635,14.1046,73.6627,99.1385,60.0609,22.6307,42.4984,27.7999,0,6.6626,7.23324,10.7578,12.9334,10.5898,18.6332,32.4086,25.3286,7.49317,8.87003,7.37228
VNG_1026H,12.9646,13.3196,14.8336,18.2243,21.3454,17.6924,55.9044,77.4393,58.7478,19.2448,35.4222,26.8204,16.0284,4.94074,4.45354,30.4807,10.7626,15.9689,21.584,17.0958,17.8887,8.93432,0,22.6408
VNG_1027G,47.8897,42.2012,41.808,35.9591,42.5567,42.5051,33.4423,42.5633,27.4652,12.6075,22.1559,17.2679,69.2576,45.2074,25.6614,34.1933,18.9763,32.5049,20.4106,55.0787,45.5462,9.80042,17.4763,11.7095
VNG_1029C,499.848,472.091,432.803,367.705,420.006,332.299,232.685,266.708,183.497,243.185,207.31,262.384,198.612,180.24,125.218,165.679,112.591,108.624,64.9323,54.9109,40.6722,35.2995,27.2573,58.2892
VNG_1030G,32.5208,28.2888,27.7712,25.6348,23.5347,22.0624,25.6367,24.857,17.7966,11.4018,15.8704,14.2652,0,12.2269,11.4825,2.97016,5.56089,1.45729,0,2.51027,1.92594,0,4.9806,0
VNG_1031C,81.9864,80.3544,78.2316,71.159,68.9818,54.5985,46.8923,64.9067,40.5718,27.0608,26.7276,21.5555,57.4872,43.3632,30.4207,40.1513,18.6024,23.5774,28.0963,7.79046,11.3751,12.8751,11.5685,4.68191
VNG_1033G,55.7771,47.7594,40.3139,33.7798,38.8691,30.4965,32.1258,29.1962,19.2721,12.6701,13.7648,13.7003,6.47287,5.88368,1.92788,2.21675,1.4576,2.23792,1.18476,1.66752,1.75897,0.502314,1.36634,1.79477
VNG_1034H,158.879,143.556,129.918,104.079,103.343,100.072,94.8487,23.255,27.3926,15.6649,13.3723,31.0167,127.209,35.567,24.5855,29.2128,13.8111,15.5753,0,4.39903,3.58162,8.56591,0,0
VNG_1035C,31.4807,20.9594,23.5984,22.3556,25.8918,21.6993,20.3364,6.10439,5.22968,8.46329,9.84806,12.1084,31.5672,9.24946,3.94942,5.48507,9.31795,5.9041,1.3238,3.97437,2.92354,0.997356,1.56055,1.91795
VNG_1036H,38.3777,22.6096,29.6119,19.2741,21.4731,22.3046,20.7875,7.36974,6.2982,7.07847,8.44321,11.3989,0,1.97062,3.52502,3.01321,2.05988,2.96974,0,0,0,0,0,0
VNG_1037G,31.0575,25.9928,25.3356,23.5598,25.7173,18.6286,33.1921,27.4289,16.1973,6.20861,7.57717,6.97102,18.3562,5.74806,5.45692,8.73871,3.36704,2.47391,0,2.83564,1.7916,0.636351,0,0
VNG_1038C,208.434,178.445,204.294,190.313,210.845,181.474,230.355,335.175,278.948,151.791,171.661,170.232,45.0183,19.2011,13.2856,15.224,20.5253,15.8581,2.76197,21.1478,23.8487,4.04929,6.44919,9.43874
VNG_1039H,41.4324,43.7702,53.1616,74.1256,77.0793,94.0018,157.865,120.74,150.562,101.303,96.4093,97.5403,0.713452,0.188308,0.220203,0.78509,0.356814,0.393567,0,0.400391,0.395167,0.109947,0.104266,0.182576
VNG_1041H,1307.04,1159.1,1342.53,998.233,1274.91,1186.07,1000.72,1056.14,894.212,280.372,422.087,400.766,169.783,64.1764,44.8015,81.9552,68.3767,48.8065,42.6248,55.4703,34.8905,11.6538,10.3375,15.722
VNG_1042H,129.994,108.191,112.49,109.235,122.654,117.903,159.162,126.735,105.256,137.332,121.684,136.256,10.4831,16.8058,8.16851,26.3158,20.8771,12.8345,15.3674,17.9444,30.8878,5.43085,8.9424,5.21
VNG_1047H,159.689,125.36,123.174,153.655,162.547,157.607,214.483,225.777,190.554,233.288,202.251,178.287,45.0363,22.4985,0,92.0854,14.9087,11.5662,0,0,30.2557,0,0,25.1795
VNG_1046H,73.7783,62.2311,60.5341,80.0828,69.7826,59.222,91.7897,134.965,72.9858,67.0234,62.4678,60.2485,0,27.3541,22.5753,0,12.0842,14.0624,27.6857,24.3509,18.3928,9.63017,5.33568,0
VNG_1048G,138.842,133.69,136.811,155.195,174.136,158.171,274.977,279.297,202.028,166.492,187.57,172.777,83.8748,53.9655,32.2663,54.987,64.1349,45.0053,30.1674,49.2025,44.6724,21.8617,10.2067,28.366
VNG_1050H,32.3912,29.4667,26.2789,30.3272,32.4105,25.7195,40.9863,15.9898,10.8939,6.48346,8.04098,9.6047,48.8136,6.09637,12.5783,0,16.1592,6.26814,0,0,0,0,0,0
VNG_1052H,92.6336,74.6103,82.6381,72.0187,88.5046,69.5081,137.168,144.342,110.661,99.8123,116.713,105.104,54.5699,61.5126,40.186,99.4197,59.5157,44.3504,42.2339,51.9298,46.1534,20.7739,19.2703,29.2896
VNG_1053G,98.5976,84.2237,71.5385,54.5247,61.9599,62.5191,58.4536,23.5743,22.6891,14.4601,13.2685,17.8966,61.0519,19.4013,21.6152,22.3573,18.8643,15.7205,9.32807,5.60229,6.5028,4.17529,2.14977,2.73582
VNG_1054G,22.8236,24.3399,20.0026,20.0833,21.0944,19.811,38.0111,8.24199,9.10077,6.68082,6.13082,10.7023,3.82317,1.24137,0.596574,2.12252,0.769538,1.5818,0.556024,0.64044,0.822738,1.20076,0.598334,0.632178
VNG_1055G,73.1941,80.0725,69.0547,79.0459,104.108,87.0365,120.146,80.1074,60.3699,59.7739,47.7434,54.5648,2.06371,0.978688,1.23473,1.49593,3.24409,1.42337,1.93084,1.43662,1.27116,0.50661,0.48051,0
VNG_1056C,133.157,133.632,96.0392,101.31,98.1298,99.1824,78.0578,35.417,28.8582,31.4501,26.2777,27.0462,68.741,12.3444,8.71681,17.1265,13.9473,10.6384,4.76034,8.90221,6.84692,13.6753,7.39431,2.86162
VNG_1057C,79.7231,83.9832,66.2028,95.3401,113.351,84.9681,234.819,134.477,97.4209,95.27,75.1228,64.5971,75.0531,36.2893,44.1938,37.5765,32.6653,22.3594,51.7597,32.8924,35.2684,35.9098,71.6812,10.5128
VNG_1058H,173.48,191.651,134.917,125.167,135.572,126.042,89.678,32.8686,37.6399,18.7731,14.6952,23.3719,64.4972,24.09,13.4739,23.0417,8.53854,10.6809,2.08887,3.88998,4.95338,3.12313,1.17744,0
VNG_1059C,20.9556,26.5665,23.753,23.0942,32.2827,30.9802,99.7481,39.7907,40.252,44.4307,36.1825,40.5786,1.47322,0.917657,0.623595,0.899024,0.589419,0.867136,0.520125,0.451718,0.715137,0.68163,0.444363,0.557731
VNG_1060H,9.58782,13.7706,14.0929,12.0656,18.6421,17.1697,142.859,56.8039,78.9534,193.544,191.124,199.714,3.66159,2.23749,2.08194,0,2.39835,0,0,3.03589,6.44359,4.88577,10.3406,3.28985
VNG_1062G,35.9105,34.3382,23.4556,20.7502,24.6575,25.2914,55.81,17.2269,21.5797,25.5405,23.8478,26.3785,10.4121,3.46933,5.12772,11.6134,4.85696,2.90283,1.03905,2.97551,3.53021,0.455389,1.22809,6.81939
VNG_1063H,12.5611,18.0409,13.3719,15.7409,23.2111,17.9561,98.0607,48.6428,60.3862,35.0025,32.7184,39.5714,0.887358,0.542104,0.354916,0.85874,0.309387,0.71382,0.185278,0.903411,1.27541,1.28563,1.09228,0.256808
VNG_1064H,0.000179211,0.000198673,0.00027485,0.000118482,0.000168455,0.000169589,0.404839,0.000200786,0.000210992,0.000128337,0.000106885,0.000206786,3.53779,2.32204,0.482469,0.21014,0.651739,2.75426,5.54696,0.481236,0.00310952,0.152382,3.49609,0.425841
VNG_1065C,8.50171,10.7036,9.40438,4.99093,8.35968,9.43822,32.1666,2.75756,6.47597,3.00996,3.87753,7.4922,0,1.40708,0.858759,0,0.609577,0.376203,0,0,0.897724,0,0,0
VNG_1066C,19.1695,20.4334,16.0691,15.1185,15.2767,16.7738,27.9952,8.52384,7.45523,3.73121,3.15365,6.73131,10.5883,4.84648,2.0113,2.20508,1.1909,2.82102,0,1.08915,0.382983,0,0,0
VNG_1067G,178.26,152.702,114.328,120.846,106.817,121.131,72.1062,59.4372,45.4201,20.3162,16.9409,17.9531,39.2506,18.3673,12.1628,15.0286,7.15324,13.4954,1.40198,4.76359,2.82848,1.08384,0,2.12989
VNG_1068G,116.487,124.59,111.782,110.011,104.475,88.7893,57.3099,38.3558,32.3834,20.7841,19.173,22.2488,116.835,66.7648,57.342,73.9581,73.2715,67.5313,21.2388,28.6151,30.5754,17.4583,11.3105,11.21
VNG_1069C,32.1485,33.1406,33.5816,25.9063,25.4541,25.9086,31.6293,9.53205,8.00502,6.29752,8.55628,11.0536,113.592,53.2381,47.3712,40.6514,47.9847,32.6426,4.98634,3.03253,7.57648,5.56768,5.55292,1.80119
VNG_1070G,23.718,21.1773,22.0658,14.2386,16.8904,14.7978,37.503,14.2232,10.2169,10.8617,13.6489,13.8062,7.20037,25.8479,14.651,18.3999,9.94691,14.4122,0,6.3786,2.32812,0,3.05524,0
VNG_1071G,268.314,259.424,200.365,151.16,192.726,199.052,153.809,70.6708,76.4266,70.941,61.8577,70.2305,94.3365,16.3934,18.1733,15.4879,11.7055,22.2615,0,0,8.42067,18.6652,0,6.59288
VNG_1073G,14.3137,14.3749,14.3612,10.5969,12.6658,11.8782,18.1755,13.5261,9.29181,10.3438,17.8548,15.0992,13.1945,11.9108,8.14313,13.3286,6.81907,4.16363,0,4.0511,1.75897,3.41038,3.18457,2.85765
VNG_1074G,15.5893,15.9013,15.4144,10.7361,14.991,11.6756,21.1488,15.602,10.1479,11.1121,18.0479,13.2663,4.53325,13.0128,8.70542,13.0923,9.19868,4.42616,3.11465,5.8257,10.3329,5.10783,1.95975,2.44554
VNG_1075G,50.1815,47.8714,42.9546,37.6952,37.0695,35.6971,38.084,34.5136,23.7931,32.0117,34.3197,33.4015,21.1436,12.0996,8.66385,4.88141,4.5841,4.28591,3.86182,1.09674,2.41637,8.45686,7.39774,4.05039
VNG_1077G,4.43562,5.12724,4.92272,3.67632,5.28024,5.05507,27.6222,2.60725,4.70554,2.91295,3.16682,5.7358,1.54392,1.66067,2.28158,1.53114,1.45623,2.53933,0,0,1.97378,0,1.25978,0
VNG_1079G,75.5613,65.0718,61.1771,52.9903,57.0493,52.0311,37.4106,37.2594,26.6961,13.893,15.073,11.5973,13.5486,16.8875,16.1909,21.2799,9.77986,11.3916,2.40867,11.2729,5.30615,4.60505,0,1.78283
VNG_1081G,21.1453,20.5459,20.561,15.6712,16.149,16.2302,24.9004,10.47,8.32198,12.105,15.781,15.0702,11.6744,8.00432,6.38025,8.01273,5.41855,9.09877,3.39582,2.67287,3.32354,4.72571,2.45407,7.2402
VNG_1083G,44.2259,38.9873,40.4605,27.6432,31.5711,32.3662,34.3589,18.9338,15.9056,18.6428,20.6505,22.3679,20.1778,11.3032,10.3893,15.8992,8.95946,4.26332,0,2.48434,2.75574,5.69743,3.7094,8.67535
VNG_1084G,73.161,64.8752,61.4095,62.4931,61.8637,61.7898,65.0336,33.1611,31.8618,27.7217,24.3355,30.9026,8.55314,10.786,3.76147,14.6925,4.04619,7.91928,0,1.78163,0,2.16616,0,0
VNG_1085H,5901.6,5855.43,5924.82,6668.04,6895.49,6399.75,6155.52,5445.08,5509.26,5872.49,4292.61,4218.24,0,220.775,220.748,312.793,219.446,183.343,154.697,45.3543,68.5145,80.7144,70.1247,85.5292
VNG_1086C,1583.77,1543.47,1435.5,1562.52,1521.48,1485.56,2270.8,1447.11,1268.25,1524.65,1143.23,1307.31,272.868,192.239,99.5194,75.1062,97.2781,70.0778,33.6278,56.007,84.6068,99.6723,86.5953,129.088
VNG_1087C,180.328,183.076,159.44,163.663,207.849,164.334,234.978,182.576,157.169,175.071,153.85,151.516,123.145,88.9144,55.9615,99.0405,77.9659,84.0558,60.0995,60.6902,76.2584,59.4388,46.0388,56.0701
VNG_1088C,2702.58,2333.24,2678.4,3070.87,2003.19,2137.79,1151.57,2516.77,1410.71,2331.4,2145.94,2194.95,0,55.6813,27.5721,34.1852,44.277,17.175,0,59.4815,0,0,0,37.39
VNG_1089G,380.993,321.078,334.422,409.833,449.669,330.492,100.892,133.023,75.6511,59.065,53.0701,48.0673,91.6021,48.5509,32.6605,80.3479,37.9356,27.54,4.52802,9.1299,6.01947,2.43621,1.45156,5.07773
VNG_1090H,622.633,655.741,532.674,635.086,789.986,581.35,172.244,199.604,199.306,144.728,100.589,136.634,646.185,298.898,88.8047,293.611,213.912,147.514,108.907,63.8595,96.4693,37.8823,65.8243,120.426
VNG_1092C,346.907,330.342,319.675,299.205,337.097,258.611,269.182,320.987,233.491,326.878,349.725,359.112,72.4168,31.1436,21.7099,27.1023,17.8348,17.877,11.4617,25.029,24.8649,18.3137,12.8117,39.7792
VNG_1093C,409.919,368.913,344.919,325.489,355.808,296.923,276.24,292.416,183.668,368.832,346.526,407.017,129.665,78.1152,59.3953,81.5096,51.6636,47.5283,23.3953,28.6211,39.143,42.745,23.0347,93.254
VNG_1094H,67.6215,60.1302,66.0554,76.8885,74.8548,84.0412,51.9676,56.0705,48.7516,44.3104,44.1362,38.8675,47.9159,36.4811,22.3594,60.5914,25.1905,48.7484,14.4855,19.3776,18.7031,12.4737,8.80801,7.82037
VNG_1095H,59.1167,54.5384,33.0799,63.7981,45.6011,76.8942,40.7984,44.6874,26.9056,21.6746,23.2547,26.9697,0,0,0,0,31.6675,0,0,0,0,0,0,0
VNG_1096H,181.238,156.849,163.694,157.1,143.096,144.346,214.043,173.109,145.122,146.207,130.971,133.716,48.4382,32.2639,39.9409,41.2672,10.6899,24.8797,16.905,0,11.385,8.519,15.5328,17.9858
VNG_1097G,134.195,126.04,113.717,86.6593,84.8938,106.652,40.236,40.4835,29.5919,15.8516,16.3951,17.2225,55.6942,30.4271,23.5957,28.8238,15.4437,17.3679,2.11946,3.4559,4.90087,2.50453,0.623111,0.815735
VNG_1099C,128.996,123.26,114.77,92.3321,102.404,108.113,65.0824,54.9253,48.0649,46.6606,46.4912,45.4853,18.8926,29.1441,22.6183,24.6413,15.2951,15.5701,0,6.09339,9.33775,1.96915,0,8.20168
VNG_1100C,58.1378,52.5835,51.9433,36.1592,45.1794,39.6154,31.3632,23.7575,20.2708,18.788,24.4803,19.2999,12.0494,16.9531,15.3881,8.44853,7.69395,8.70622,0,2.14357,0,1.43787,0,4.67014
VNG_1101C,14.4577,13.6742,15.0649,10.797,11.7549,14.9808,28.3983,5.92894,6.05359,4.20217,5.25107,7.35322,9.91209,7.03452,10.9274,3.5918,5.77196,7.06629,0,0,1.51245,0,1.01902,0
VNG_1103G,2919.25,2787.01,3464.61,1996.54,2712.89,3320.98,380.412,1299.2,710.813,153.719,452.9,217.159,986.271,532.71,380.561,458.911,309.75,324.735,182.208,44.9855,97.6886,40.029,11.5924,28.2779
VNG_1104G,5517.8,5204.56,5903.24,4332.23,4520.42,5076.4,1135.09,1627.31,1170.86,317.86,384.142,348.86,479.587,425.216,386.945,480.678,267.969,289.931,30.5813,68.3912,57.6467,5.80205,4.37305,9.52885
VNG_1105G,9697.72,8801.5,9800.08,7728.03,7533.11,8129.75,2103.15,2802.98,2101.8,643.167,644.132,601.28,662.028,451.953,425.007,480.838,446.259,419.034,75.4267,105.299,80.2623,11.1686,9.48496,29.9509
VNG_1108G,3542.07,3165.47,3062.26,2416.92,2236.32,2597.87,480.024,459.757,316.642,198.088,172.128,183.242,869.231,365.248,261.829,323.987,285.602,187.959,50.184,39.9962,27.0505,11.4607,22.2773,12.9855
VNG_1110C,466.803,485.189,407.857,464.786,414.431,537.561,67.7393,84.5781,49.8861,6.27002,10.2677,15.7119,133.752,66.8175,41.3582,34.1852,88.554,51.5251,0,0,0,0,0,0
VNG_1111G,149.874,153.177,120.144,95.5437,94.5412,101.118,68.3847,38.4748,35.5311,39.4563,32.611,38.0715,171.183,112.931,65.7592,93.8699,44.685,73.6191,4.70626,10.1805,13.2561,9.33197,2.8535,10.6283
VNG_1112H,5.49137,8.41031,6.4474,5.18079,6.21213,7.20764,27.68,4.6394,3.58994,4.01264,6.72287,8.80215,46.3664,23.9154,12.9613,23.6549,7.5488,13.7529,2.14312,3.31104,2.39016,3.09327,0.639459,3.23299
VNG_1114G,196.207,195.837,161.769,137.464,181.258,171.251,54.3405,42.3134,25.3719,31.3483,26.2293,34.0174,61.5596,35.1526,13.0921,32.3929,7.7427,21.5694,4.05044,4.98145,2.16193,0,3.14374,0
VNG_1115H,154.689,144.464,146.796,151.726,152.828,147.081,137.701,236.501,230.872,164.317,181.293,149.112,0,0.346428,0.254185,1.2148,0.966578,0.934674,0,0,0.811197,0.608229,0,0
