,trna.rep.1.tp.1,trna.rep.2.tp.1,trna.rep.3.tp.1,trna.rep.1.tp.2,trna.rep.2.tp.2,trna.rep.3.tp.2,trna.rep.1.tp.3,trna.rep.2.tp.3,trna.rep.3.tp.3,trna.rep.1.tp.4,trna.rep.2.tp.4,trna.rep.3.tp.4,rbf.rep.1.tp.1,rbf.rep.2.tp.1,rbf.rep.3.tp.1,rbf.rep.1.tp.2,rbf.rep.2.tp.2,rbf.rep.3.tp.2,rbf.rep.1.tp.3,rbf.rep.2.tp.3,rbf.rep.3.tp.3,rbf.rep.1.tp.4,rbf.rep.2.tp.4,rbf.rep.3.tp.4
VNG_2290G,4.01163,5.53686,4.39873,4.01833,7.07382,4.8487,24.3186,5.82855,6.71858,2.43487,2.93903,4.38136,0,5.03301,0.999292,0,1.82635,2.32169,6.15516,0,0,2.87998,0,2.23793
VNG_2291G,4.63487,5.64466,5.48243,4.26906,7.51581,7.36024,32.7954,7.64249,8.14347,3.72953,4.46732,7.46144,2.16415,1.8998,1.48007,4.05254,1.34237,4.71662,0,1.63067,2.40427,1.60628,0.769924,0
VNG_2292H,7.14849,9.0077,9.91121,14.425,17.7313,18.526,60.3716,29.6673,25.8251,13.8884,16.5777,14.9584,8.90968,4.72884,2.35072,5.3078,4.51322,5.1326,11.2598,12.1944,10.6737,6.85608,3.50006,4.52126
VNG_2293G,9309.96,9931.26,9964.06,7466.55,9527.09,9638.36,8669.01,5821.9,5683.45,3823.87,3371.75,4575.71,1270.17,697.381,449.435,950.739,504.805,534.458,124.773,283.929,202.327,78.6497,41.8791,139.691
VNG_2294G,20.2629,24.0116,22.3048,22.9904,32.8619,25.9962,55.437,34.1343,26.6567,18.7734,17.8842,25.1556,20.6012,6.95271,11.698,23.4069,12.4861,13.3191,3.71345,13.6807,21.0392,7.23445,2.39828,0
VNG_2295G,61.861,53.5324,47.0055,48.1031,56.1572,45.1095,62.0885,61.5187,36.1049,16.6235,18.2874,16.3407,36.062,37.0889,13.8758,33.711,20.7573,14.7369,15.152,35.9879,24.3046,2.00976,5.78686,14.153
VNG_2297H,114.671,106.137,93.9377,105.818,123.59,102.511,123.879,112.535,71.6513,28.8655,32.5787,27.4758,55.0872,34.7694,24.7117,16.8333,8.71278,19.4949,8.00362,4.8823,10.7038,12.0263,4.87397,0
VNG_2296C,40.7716,39.6559,29.84,36.013,42.0807,33.4525,70.1088,44.6378,40.2296,19.8083,18.6301,21.0595,35.3234,37.1399,16.3248,42.1842,9.55149,15.5588,16.2737,16.4264,13.0197,5.63639,0,3.94515
VNG_2298H,68.5498,67.6309,52.9462,52.8503,61.1314,59.579,87.0358,38.9781,30.5375,21.6968,16.9218,19.1238,16.0079,8.77859,5.35035,7.98426,5.4283,8.46985,0,2.3453,0,0,0,0
VNG_2299H,624.732,409.154,471.415,1011.14,999.054,802.53,151.799,257.173,149.447,48.2287,60.6299,37.3552,62.3524,20.766,0,31.8729,0,32.0266,0,0,0,0,0,0
VNG_2301G,65.637,47.0365,50.4846,98.2266,123.141,93.7896,39.6536,30.55,20.0721,7.91433,11.5578,11.1469,44.5578,15.3987,22.6839,42.0725,33.9875,36.8929,0,5.28253,5.06931,2.22323,0,2.10728
VNG_2302G,73.1525,66.0069,65.2504,58.7905,69.0861,51.5127,68.6277,75.3959,35.8527,12.095,15.3849,12.9917,30.6929,15.7979,13.4754,18.5669,9.63264,13.8652,10.3958,8.28535,6.55793,1.71059,2.09481,1.89778
VNG_2304H,316.796,256.222,261.424,298.65,267.441,268.47,203.956,279.549,147.076,84.3027,77.8195,62.5683,103.09,11.4444,7.08378,17.5656,22.7511,8.82516,0,15.2819,23.0855,0,0,0
VNG_2305C,135.494,121.591,115.454,116.843,119.275,116.529,64.7176,69.658,43.2069,16.1781,18.0356,16.9527,94.8704,50.2889,41.1693,69.7058,27.6012,30.1498,14.7013,8.09292,21.364,3.47491,2.61851,3.24745
VNG_2306H,227.674,220.386,195.448,161.928,158.928,158.149,116.243,107.142,85.5303,105.608,88.427,111.065,21.6785,21.5198,22.4574,27.6666,17.1949,17.167,8.41574,14.385,14.4232,4.13604,1.53875,9.77264
VNG_2307C,41.0254,39.6422,33.819,31.2913,36.9947,36.4194,58.8059,27.527,26.0614,13.7735,16.0271,18.1582,47.6142,29.0689,21.5107,31.2721,25.0787,26.1678,20.1193,15.8939,18.4514,6.44533,6.09622,4.71567
VNG_2308G,132.495,123.091,108.99,133.739,135.088,113.452,163.595,152.008,117.375,48.5741,38.9371,44.5309,66.1441,39.3247,28.1378,28.4731,31.5634,33.2928,23.9729,26.1223,37.6266,26.056,9.72059,15.1329
VNG_2310H,149.041,128.006,136.978,148.8,165.546,139.253,248.776,285.274,222.989,182.443,174.44,176.561,93.7048,37.4491,38.6333,0,24.8159,9.62608,56.8545,8.33437,69.2467,34.6084,34.3632,31.4339
VNG_2311H,80.8264,68.5555,74.7382,80.1134,88.0613,75.0934,115.339,170.555,110.257,84.0872,101.155,92.0272,32.4643,26.0823,18.8773,31.2895,14.0179,15.7678,4.42593,34.2599,9.63668,19.6851,10.2838,2.99691
VNG_2312C,21.067,21.1895,22.7236,17.0171,24.8246,21.679,42.0027,29.5981,22.5981,18.121,26.8018,23.7194,6.42257,3.96339,8.52476,18.5169,8.4391,7.65613,0,5.44455,3.985,1.86896,0,7.10188
VNG_2313H,44.1079,41.4699,31.5316,29.8876,28.7872,25.6993,33.3252,13.3323,12.4481,8.62187,8.07004,9.3344,23.2084,17.9063,12.7923,16.8221,15.0462,24.8015,4.20786,5.3911,1.11545,4.7428,2.87398,1.71132
VNG_2314H,53.8433,45.65,34.5892,30.9998,32.4344,27.0975,24.752,16.9137,14.2445,9.1164,8.64184,10.6397,70.4163,47.3386,40.6457,42.231,15.3951,29.9027,0,12.6146,18.1502,4.90739,2.28001,3.1186
VNG_2315H,155.091,144.578,127.491,99.5739,133.806,98.0377,114.156,49.3178,35.0461,26.6414,23.5964,27.4685,52.5002,11.3535,6.3216,16.1665,5.49795,13.6222,0,0,1.87146,1.62713,0,3.17306
VNG_2316C,17.8164,13.7366,14.1997,8.71418,11.1193,11.3116,31.2551,7.48384,7.08902,2.63724,3.8663,5.80878,11.1079,7.38155,0,8.45638,1.89349,0,0,0,0,0,0,0
VNG_2317G,8.65465,9.95196,8.30644,6.14524,7.9834,8.2111,19.9891,6.68825,3.90449,2.35758,3.44857,5.16404,37.3496,7.07426,11.0874,3.03543,4.34306,10.8468,13.8361,0,2.01476,3.58162,0,3.64879
VNG_2320G,66.0851,71.9746,59.8499,61.7086,68.2656,52.1269,67.5387,38.4586,31.8516,21.1199,17.5487,20.5337,78.6922,31.0038,23.7658,46.8108,37.9232,29.804,36.5503,34.0575,31.4234,17.0797,11.3757,8.79613
VNG_2321G,101.045,84.9927,75.5771,102.447,100.058,74.3399,193.687,180.193,118.893,108.287,86.6943,69.9221,32.2306,25.938,16.6874,24.0748,11.2927,23.6873,16.2394,7.40466,29.5711,3.1133,2.08566,8.82088
VNG_2322G,41.5818,38.3557,39.5396,41.4353,43.2776,36.7161,54.1939,48.0781,25.9397,16.9125,17.6265,16.3398,12.4271,9.64965,10.9942,14.1563,6.10893,6.93122,2.23309,6.59076,2.93451,4.71748,2.49531,0
VNG_2323H,26.4779,21.7267,25.5421,22.7418,23.2313,22.0403,31.3436,20.5612,12.8095,4.68212,7.90204,6.83726,25.481,11.6243,13.2493,26.7222,6.77267,9.60173,4.542,0,2.08396,1.77871,0,0
VNG_2324H,42.0452,37.0535,41.3233,57.1863,62.5389,55.436,71.9296,86.236,53.2531,28.5195,26.9825,21.429,0,3.62202,4.48387,5.55931,10.8007,11.1722,0,9.67305,3.65315,2.86909,0,12.161
VNG_2326G,70.7004,64.4446,61.6299,64.1721,68.7659,61.7509,50.3538,51.3092,35.7685,32.6068,32.5796,36.9238,48.4791,24.6852,15.6655,22.128,17.4491,19.8156,5.68268,12.4834,11.4071,13.1669,10.4209,6.1998
VNG_2328H,20.3021,21.2266,16.5527,23.3308,28.5511,20.7974,53.1308,52.9236,37.0335,24.5123,26.4739,23.998,40.4807,22.7773,12.1981,26.5505,5.3445,6.95439,4.19976,9.82991,26.339,11.1321,6.54145,6.17781
VNG_2329C,88.2824,84.6639,75.1147,61.9763,84.9682,64.8676,114.965,110.499,108.858,74.8691,74.5733,69.9343,11.0793,16.9249,9.98874,13.4224,9.58314,10.8687,0,22.6817,6.42911,6.01013,2.81546,3.17973
VNG_2330G,77.8151,72.1824,73.7919,54.683,58.6535,59.5105,58.9845,35.5756,25.697,18.8499,20.345,20.7035,81.6375,58.6064,65.7483,64.6245,58.2768,59.2061,38.4722,24.7388,57.2664,20.7567,5.48366,17.8029
VNG_2331G,64.0322,56.3041,62.7525,44.0531,47.4967,45.5426,37.0374,23.183,16.2806,15.9874,16.854,17.3298,90.867,42.0765,31.3454,45.305,45.9661,33.9067,13.675,16.5152,2.86646,8.42388,9.8297,4.17768
VNG_2332G,25.1382,23.1639,22.9652,14.8806,16.7324,16.9974,15.6692,6.84927,5.90546,3.27608,7.18363,6.2537,28.5037,7.44539,6.36519,7.4253,5.18288,3.4127,0.978768,0.738079,0.543825,0.46462,0,0
VNG_2333C,69.2377,58.3009,54.9024,44.7479,54.3583,44.1053,46.4726,46.7001,37.1238,34.3467,39.5692,35.2506,42.5903,25.0623,17.982,24.3272,18.5264,15.202,7.93931,14.2497,9.39851,7.23279,5.7965,11.609
VNG_2334C,33.6118,31.312,34.8597,32.7586,31.9217,31.3237,51.7671,37.5052,28.732,36.2848,38.8226,42.1964,13.2306,8.01849,6.5954,12.2274,6.93178,10.1313,4.50139,6.83547,8.47726,6.38203,6.49032,11.6719
VNG_2335H,52.5641,59.6856,69.071,37.9066,48.2697,62.3892,43.7915,15.7033,16.0999,16.143,14.5621,25.8629,0,2.50288,2.40857,1.5987,1.0628,1.59199,0,0,0,1.92357,0,0
VNG_2337C,755.011,666.001,682.101,696.668,719.68,694.547,441.958,635.56,494.254,527.068,512.749,509.049,402.713,300.754,249.05,380.522,234.308,263.262,101.809,217.081,188.562,112.679,83.9102,88.6972
VNG_2338G,47.1944,47.854,46.3024,40.5405,48.5089,39.6436,58.4295,30.2549,27.6783,24.1615,24.1312,25.5683,18.1673,12.0266,7.78089,14.1656,8.51729,8.51315,6.97641,5.50845,7.44766,4.25215,2.15988,3.7448
VNG_2339C,149.929,118.577,134.446,108.649,120.355,114.488,103.534,91.8561,96.5219,56.306,61.284,57.7735,20.33,15.563,5.75369,15.3469,6.2674,7.7022,13.8286,13.1469,16.9149,2.54699,0,6.43509
VNG_2340H,157.724,144.718,114.7,143.408,195.66,138.141,476.174,269.677,251.008,241.834,207.742,241.979,32.3409,25.2103,19.8994,29.6012,16.0526,17.8062,6.9234,14.8833,9.75588,7.96854,8.17357,9.40099
VNG_2341H,248.296,192.109,152.742,164.328,177.429,150.158,298.579,190.347,172.101,117.062,106.874,109.09,47.8692,31.8849,9.86794,73.4084,0,12.2937,0,0,48.2383,0,0,0
VNG_2342H,191.667,181.442,167.868,205.701,206.64,163.077,155.63,154.28,131.233,87.1513,70.9365,72.9367,42.1888,38.0183,15.3805,87.4711,15.2365,84.8231,18.7247,28.2221,28.0179,5.13468,3.36458,11.4809
VNG_2343G,338.589,378.853,356.568,444.921,469.835,417.157,270.9,223.879,182.635,80.5371,81.966,79.257,134.779,93.7795,71.5263,142.675,134.414,138.491,57.7044,52.7342,61.4237,17.7667,18.521,28.1061
VNG_2344G,337.185,410.991,382.106,489.41,531.141,473.286,299.463,245.364,209.141,81.5662,81.8066,76.6821,87.8161,62.7492,49.6164,93.1847,73.5075,81.2749,19.1235,32.7773,29.5401,5.57192,6.15305,6.6717
VNG_2346G,160.577,173.911,146.046,225.993,220.652,183.299,99.5956,101.535,72.2906,29.5335,27.6589,26.2074,246.98,147.058,108.464,245.545,186.11,187.727,64.6033,88.2948,86.2419,42.3918,32.2234,19.6301
VNG_2347G,291.554,312.375,223.453,344.706,374.954,287.087,259.181,138.878,102.251,43.2071,36.1773,36.6055,83.3216,56.9081,32.5829,63.829,53.4595,48.2434,26.2633,20.1872,25.468,15.7295,9.18777,5.05579
VNG_2349G,1272.92,1336.89,1304.77,1901.45,2237.3,1918.27,2603.83,2274.8,2086.67,943.7,1035.87,953.677,134.17,63.3071,40.9145,122.468,80.8313,59.0137,61.1035,60.8831,66.23,23.2526,11.97,25.5678
VNG_2351C,200.479,168.077,136.127,104.465,131.073,105.559,103.932,65.8907,53.9311,42.0938,39.5074,45.3059,97.8704,70.7794,44.5234,54.4149,43.1808,25.6919,10.5986,12.9575,12.1443,13.0241,6.48601,3.73864
VNG_2352G,110.46,108.713,93.9265,75.4425,84.5171,62.752,66.4954,44.6939,25.6627,26.5967,28.2308,26.4002,65.2477,64.058,38.094,56.6453,49.182,35.9434,19.3796,14.7441,13.7114,12.4108,8.41854,10.6552
VNG_2353H,15.7723,23.9304,18.7904,11.6125,25.0177,19.7581,146.729,12.3535,21.2482,15.3133,20.8973,27.7594,27.8011,50.9242,25.7897,21.3168,18.4065,10.7098,10.5426,24.7271,4.66925,7.33424,0,0
VNG_2356G,65.2834,66.0752,51.511,51.0586,62.3183,57.0271,84.4815,43.6571,37.3025,29.2616,27.434,29.839,61.7605,35.4619,22.4296,47.5956,34.2159,31.4055,11.8845,20.6134,16.8584,7.94196,5.0943,6.33274
VNG_2358G,14.8115,17.5084,20.6669,50.1936,58.9456,49.3964,176.974,125.197,109.101,112.663,119.72,109.717,2.54034,3.00475,2.51317,6.23331,4.43167,3.24258,6.79012,5.63353,7.35985,9.72137,8.40028,9.60649
VNG_2359G,19.9999,23.8849,27.8194,51.2779,56.4279,58.0091,172.476,91.8568,78.1136,71.9818,72.7561,80.3415,30.2846,18.0006,15.1349,26.5353,17.9494,40.7173,18.7303,20.2554,17.8912,18.812,9.88427,19.2406
VNG_2361G,8.13287,11.4725,11.2435,22.148,26.7357,21.7788,74.3904,38.1632,32.2953,31.2789,31.3611,34.0263,9.01156,5.45355,7.43779,15.1726,14.3351,15.3896,10.2415,14.6604,12.6583,13.5086,18.9754,17.4591
VNG_2363G,7.2251,10.2963,11.8877,20.0586,27.3189,24.1849,53.6055,34.8918,33.0352,36.2804,36.0811,39.3284,6.44292,1.2425,1.2398,3.80698,1.89841,3.39257,3.34404,3.09692,3.9184,2.71282,2.87728,6.5561
VNG_2365G,7.03147,11.9636,11.7586,15.7543,25.4575,22.1495,87.162,28.7834,29.563,33.5922,39.1102,44.4608,7.92989,6.89624,13.1433,18.105,30.1063,17.0403,16.1677,31.2386,19.2802,19.521,15.9873,22.0392
VNG_2366C,56.2406,67.3917,63.9271,57.3118,95.8739,86.6508,260.432,72.9755,91.62,71.2063,76.7637,82.5492,7.67207,11.294,1.58106,18.667,7.91485,24.3927,21.8876,9.4758,11.7416,4.22316,6.68231,4.09134
VNG_2367G,311.541,265.539,287.809,340.748,330.559,329.069,258.525,354.679,217.533,72.702,74.7836,70.002,56.2713,40.7657,25.8383,43.3152,23.585,26.7176,16.2608,19.8167,14.4771,6.34702,5.03474,7.61673
VNG_2370C,192.239,156.162,168.687,170.672,163.314,140.464,132.644,121.593,72.5835,46.8426,56.7644,39.4402,59.9548,89.8535,74.1558,45.9709,89.3128,53.8914,68.2068,79.9882,30.2085,47.4501,0,16.7602
VNG_2368G,32.8512,34.5835,30.5188,20.2398,29.0913,25.8483,67.4552,13.252,14.0627,16.8038,17.8652,22.5876,38.5459,28.0338,19.6462,26.0551,16.8981,26.9177,5.0015,10.5159,9.51077,10.1376,11.037,12.7794
VNG_2369C,87.9771,116.86,111.775,62.8043,114.45,112.111,600.39,53.7658,102.989,72.9695,97.0624,165.145,65.5405,21.8277,33.7769,16.7513,21.6964,0,0,0,0,0,0,0
VNG_t39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_2371C,59.7111,47.3229,70.171,300.53,543.412,117.863,50.2997,27.8712,18.7767,11.1504,10.2881,12.7227,27.0257,8.35662,11.2288,55.3575,51.8509,17.7413,4.70833,2.80855,4.1762,5.44015,0,3.45333
VNG_2372G,113.427,108.441,100.432,227.488,331.207,160.266,259.543,252.441,184.971,137.754,120.937,124.369,89.833,23.7141,14.0791,49.3529,53.3241,37.216,32.7003,37.2281,25.6462,11.5752,12.508,10.5202
VNG_2373G,41.4321,38.3354,42.0222,37.7973,43.3088,41.8232,89.2797,63.2733,55.0544,36.0098,44.932,39.2791,20.4409,12.9052,8.38444,17.3389,9.04658,8.28294,7.73677,6.4307,13.6743,2.96306,3.69862,6.62089
VNG_2374G,135.875,116.345,92.7385,80.5804,92.4689,72.3456,65.1504,53.8853,45.379,122.152,100.826,88.3973,43.3465,31.3457,24.5525,26.4826,29.0992,21.1457,9.21169,9.68512,12.3555,20.0562,9.03874,33.3114
VNG_2376H,53.9583,56.9159,66.5961,161.018,170.517,147.141,217.892,422.998,259.976,113.441,121.432,97.6018,19.3455,1.61072,1.99398,14.8334,6.40409,7.45245,14.6721,25.8097,16.2456,12.7589,13.3019,5.40798
VNG_2377G,131.847,132.361,149.34,356.951,413.879,356.628,1318.18,868.166,704.74,352.217,347.861,286.09,28.0774,18.8283,8.78478,46.7402,29.5576,27.0052,45.673,54.0473,46.5817,48.7992,10.9575,19.3956
VNG_2378G,93.9193,80.9296,94.6486,220.097,237.031,210.39,510.543,532.035,400.163,202.83,211.454,173.282,27.344,11.0576,7.49473,43.1477,25.0311,23.3099,15.5054,37.3254,32.3438,17.2327,7.54552,16.1096
VNG_2379H,326.773,291.117,321.216,191.736,318.63,295.614,241.937,142.535,149.604,97.7405,101.759,110.298,55.2318,27.5918,0,14.1165,18.2838,28.3692,0,0,9.27628,29.1415,12.6591,30.8798
VNG_2380H,40.1228,36.8479,31.8833,38.1469,58.9164,39.3992,86.9874,43.717,33.2634,23.2512,21.3604,22.2318,54.3731,8.91976,15.265,13.5678,16.8741,15.2713,15.4561,5.7798,4.37754,15.6269,15.4137,3.6688
VNG_2381G,14.1693,16.6048,15.479,10.2937,16.1085,15.6694,52.3036,11.6795,12.5265,12.5058,14.4624,18.857,10.9458,3.53477,2.56801,6.27084,2.82754,3.18317,1.13355,1.58812,1.70623,2.24694,1.34872,4.75964
VNG_2383G,39.1115,47.7383,41.0213,78.6732,84.8394,95.304,43.2904,18.6714,11.9381,3.67832,4.26401,7.70104,5.67866,7.48821,7.91505,19.1279,4.62028,8.22221,1.95107,3.61701,0,1.56468,5.02294,0
VNG_2384G,34.4624,42.2254,34.2021,70.0611,77.6943,87.7975,59.2889,16.4322,12.6572,4.39312,5.12327,10.4989,11.6126,8.04432,4.15193,14.7403,7.22238,16.3552,3.34925,1.21943,2.35449,0.49497,1.17474,0.476721
VNG_2385H,118.708,111.415,150.307,106.842,141.508,134.666,954.956,448.087,681.859,274.646,370.488,314.845,0,0,27.7642,0,0,0,0,0,0,0,0,0
VNG_2386C,10.0452,10.3645,9.10836,6.96082,8.14288,9.08862,20.1373,10.8572,9.13333,5.93596,9.14399,7.10965,0,6.43298,5.30912,0,8.52569,13.2285,19.5328,11.4534,8.65101,6.79429,5.90288,7.19958
VNG_2387H,7.43336,8.78324,8.42762,7.17775,8.04004,9.6544,24.1109,5.24591,4.55479,3.61254,4.91775,5.66827,0,1.62293,0,10.0034,1.71333,1.27854,3.07682,0,0,0,6.73364,2.74089
VNG_2390G,32.0142,31.3412,31.2428,33.7171,39.7008,36.8765,68.7934,41.2093,30.6087,41.4085,38.4059,41.4816,18.0903,9.02208,5.03318,7.44731,7.12786,6.48976,9.36623,10.4558,6.95012,9.10611,7.64025,7.94322
VNG_2392H,233.618,231.786,243.035,376.079,490.484,368.916,657.95,782.052,538.527,406.995,442.085,456.462,13.6429,15.9753,11.6212,42.3193,27.7081,32.4735,19.843,20.2614,26.5953,10.2738,3.11364,0
VNG_2393G,202.243,220.617,201.555,344.732,428.993,336.368,558.075,569.912,431.603,371.951,327.478,383.076,62.4542,15.2525,17.5697,36.3313,23.7078,15.6971,20.0246,30.5535,37.0004,17.4508,12.8029,9.47378
VNG_2394G,35.6647,43.0357,35.0539,34.6304,61.1788,39.0563,102.826,55.8843,42.1348,32.9041,36.0609,40.2218,99.8209,64.9511,40.4435,92.2955,73.2682,56.0758,27.3916,66.828,62.0272,21.3508,16.4713,14.6864
VNG_2395C,331.807,308.093,234.894,176.021,228.974,228.72,130.576,80.4275,65.892,46.1351,45.4494,52.3226,89.4626,52.2033,39.8412,39.496,38.13,29.4145,4.73422,10.8919,14.385,9.1857,3.80114,9.65658
VNG_2396G,28.9428,31.2134,28.731,20.0941,26.7105,24.6065,72.4988,10.4278,13.9488,10.8339,13.9833,18.7215,58.3032,17.8862,10.6684,19.8101,9.15873,11.0858,7.29549,6.62552,5.44844,6.63535,3.182,7.91071
VNG_2397G,68.3041,75.5534,70.9097,51.1138,66.615,61.1822,83.6556,33.7174,34.6017,33.4774,35.0046,40.1587,41.6825,48.0248,40.8767,52.5574,39.7696,34.6891,0,20.1362,10.3621,12.041,14.6874,14.9365
VNG_2398G,32.9137,28.987,27.0984,26.8236,30.4252,24.8311,30.6352,27.9085,20.0258,13.7272,14.1475,12.721,36.9246,16.6927,6.34652,21.0365,10.9249,5.80646,3.29226,10.0732,6.09537,2.48842,2.04537,9.57297
VNG_2399H,14.8532,12.9677,14.7357,11.1348,15.3166,15.283,59.8697,12.1926,11.4762,4.94448,6.09339,9.25173,24.8892,1.38152,1.71025,8.48179,10.9857,4.26135,0,3.68952,0,2.18868,0,4.63847
VNG_2400H,176.858,149.942,131.725,171.859,179.684,141.223,231.029,230.772,131.57,102.696,86.2612,84.1531,99.4763,62.9087,44.7186,71.6798,74.9997,61.6696,31.9041,29.0279,23.9112,6.96388,9.87756,16.6118
VNG_2403H,144.353,116.219,113.083,114.75,118.74,108.106,81.9898,102.335,63.3877,38.4136,45.704,37.925,56.6807,31.4773,34.3711,69.598,52.1438,33.721,16.8572,16.2095,21.0664,9.64276,3.89828,9.23881
VNG_2402H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_2404G,14.6206,14.969,14.3041,12.3619,14.6348,16.8504,44.4428,13.5302,14.4862,6.56886,6.95865,9.42816,10.2735,4.36387,5.00743,5.20457,5.55213,4.0304,2.23312,0.710858,4.26975,3.44543,1.38104,2.41167
VNG_2406C,91.8735,89.3474,80.689,101.654,134.962,89.6726,147.606,106.231,72.9997,103.151,102.11,103.783,20.8765,20.5694,14.9187,26.1949,18.1824,5.26913,18.8455,8.95777,8.65114,8.45536,2.33664,11.0368
VNG_2408C,267.199,264.093,217.523,318.891,370.514,261.381,483.095,245.855,232.072,263.505,209.852,254.274,159.233,103.652,104.443,103.595,67.0884,107.812,120.767,135.189,106.974,61.1018,99.5348,32.3733
VNG_2410G,226.568,204.485,168.215,233.602,287.841,210.138,411.229,232.681,168.161,215.352,176.605,208.687,68.5747,53.162,27.4679,54.1652,57.4261,24.2822,30.6887,25.9272,30.6766,40.1225,24.1429,43.397
VNG_2411G,77.2719,74.0343,68.8474,72.2673,61.4145,94.5027,79.5848,33.7063,33.7777,22.2271,19.6718,25.3713,10.8522,6.76135,3.27563,8.26332,4.816,5.94386,0,1.45242,2.97325,0.616457,0.930297,1.67551
VNG_2412H,14.6725,17.3635,28.0436,18.419,26.5458,43.6203,59.6795,68.3974,68.533,44.7702,47.9367,33.0402,62.9696,45.4383,34.6154,75.1062,55.5875,123.984,0,130.683,119.86,66.4482,67.3519,82.1472
VNG_2413H,19.8618,34.0331,88.9058,77.3951,87.4793,171.119,201.081,162.862,227.015,107.434,96.1786,111.932,16.9332,16.5191,36.5196,46.6114,11.2036,69.049,39.5051,67.6232,104.543,17.1102,16.1361,14.3392
VNG_2414H,403.82,360.407,269.136,238.074,235.928,216.024,76.9085,42.511,28.5761,9.95425,9.81567,12.3774,4.1251,1.86073,0.342725,1.90495,0.451851,0.515758,0,0,0,0.255136,0,0.748295
VNG_2415H,113.335,90.6116,73.7065,75.2437,73.4244,70.9202,103.963,34.6007,31.129,9.94427,11.7135,20.7222,44.6592,55.7752,13.8093,45.6572,29.5678,5.73467,0,49.6515,7.5006,5.89079,10.2358,0
VNG_2416G,119.105,115.983,98.8231,103.515,118.418,110.868,154.387,73.8346,64.998,76.6357,58.8249,74.2645,128.272,67.5106,33.8585,47.3431,69.8032,63.7492,47.8722,44.133,25.1908,72.9248,36.9993,26.0527
VNG_2417G,102.124,101.682,83.8162,68.7968,65.7501,73.3219,61.7437,28.2852,21.8209,7.10028,8.18176,11.5198,78.721,39.2055,25.214,45.773,15.2013,32.1461,3.10012,9.48546,6.07977,1.17237,0,2.17262
VNG_2418G,30.1848,28.2965,29.5885,26.8007,33.0152,24.3915,47.1093,49.3489,34.1672,53.8253,66.4752,55.3581,32.3999,21.1278,19.4207,34.2929,15.6882,12.4244,10.0752,14,10.4102,23.8581,14.7482,13.9971
VNG_2419C,16.1403,16.7055,17.439,16.0969,17.9905,18.1211,32.7034,25.7225,19.3007,20.0285,27.416,22.3575,3.01827,2.12579,2.89633,3.18662,1.08118,3.30675,0.639299,1.42638,1.05695,0.857001,1.59427,1.50996
VNG_2420G,2.92538,5.00395,5.46512,2.87883,6.07943,5.53334,34.943,3.99298,6.01701,4.92593,5.55859,8.37545,10.0373,2.5981,1.27095,2.3721,0.792637,1.61879,1.47141,2.8833,2.78518,1.26518,0,1.10134
VNG_2421G,10.3991,12.7573,12.9138,11.1164,17.1526,16.1072,60.4126,22.9304,33.7137,70.8319,69.4481,71.3831,10.6639,2.55059,3.28299,2.0554,3.39532,4.05005,2.54866,0,2.39817,4.17653,0,6.16001
VNG_2422G,15.8456,16.0467,16.5073,18.2071,22.266,19.6061,46.9336,26.0027,16.1579,19.8853,21.4871,22.1793,11.7823,6.0379,6.70213,6.07934,4.93888,5.262,3.72631,5.0872,5.65668,4.27521,4.28904,6.7776
VNG_2423G,24.8833,22.4554,25.737,25.4925,34.5136,28.5024,56.3461,37.3198,31.8279,42.385,65.1377,51.3453,4.95534,7.81838,6.84082,11.4747,10.61,6.59787,6.43296,3.85831,7.05285,9.05453,9.11541,7.83256
VNG_2424G,33.4785,30.2828,29.8563,54.3687,73.2905,39.6001,74.754,110.339,59.171,26.4873,42.6277,27.4959,3.76657,6.18908,3.96915,19.832,13.0818,7.13969,10.649,10.2417,8.04928,1.54749,0.740299,4.32585
VNG_2426G,46.5624,45.7116,45.3568,64.7525,78.8886,56.0511,105.437,70.8571,58.3081,27.8949,26.2711,34.0691,17.9253,6.21406,8.20191,12.4182,5.75539,12.3028,6.00517,3.56921,12.6256,2.54585,1.59905,7.12679
VNG_2429G,23.4073,20.2777,20.3837,16.4999,18.5008,19.3948,37.5948,21.2493,24.6691,18.346,21.1923,20.6976,18.5775,6.84285,7.67621,12.4564,6.35133,4.81275,1.67169,2.07696,1.42631,5.8425,0.919613,2.69428
VNG_2430G,12.1452,12.1603,13.2874,14.5262,21.2635,15.5515,73.6815,78.0141,91.2016,79.1213,109.839,86.8625,13.0557,14.1293,8.07886,22.1715,16.0034,9.10729,26.0101,35.6024,50.6793,33.3813,32.6344,43.4573
VNG_2431C,155.374,126.652,120.722,299.559,311.633,193.831,1441.54,1533.82,2065.08,2168.43,2250.03,2093.58,23.852,0,19.6677,0,15.7918,18.3769,18.0899,53.0366,64.0957,31.462,21.8674,93.3486
VNG_2432C,72.2365,62.9737,59.435,100.655,114.261,85.3284,210.085,241.966,217.044,115.398,127.563,118.027,18.6886,18.7258,23.5527,35.3107,19.5123,23.8882,41.6189,48.8356,68.7036,22.3318,18.3464,10.3681
